"custId","s1"
3667,0
3668,0.106493852125286
3670,0
3671,0.106058747582677
3672,0
3673,0
3675,0
3676,1.47095169060524
3678,0
3679,0
3681,3.81642132678891
3683,0
3685,0
3687,0.929204682617602
3690,0
3691,0
3692,0
3693,0.212429241682943
3694,0
3695,0.411885810526987
3697,0.411290975149375
3698,0
3700,0.106621299220503
3702,0.238045055581355
3703,0
3705,0
3706,0.301430176759802
3710,0
3711,0
3712,3.02117899381551
3713,0
3716,0.124909762809368
3718,0
3720,0
3721,0.503086552633882
3724,0.102000183170196
3726,0.211305042703253
3729,2.01237090884525
3730,2.28782894983013
3733,0
3734,0
3735,0
3739,0
3740,0.10804996162718
3742,0.20131682350063
3743,0
3748,0
3749,1.43166048652005
3751,3.32105422413543
3753,1.12007404139468
3754,2.19491992784011
3758,1.90988012736144
3759,0.361065223025694
3760,0
3761,0
3762,1.41711296835617
3764,0.127899404803843
3766,0
3767,0
3770,6.21977212292164
3771,0.0145357006591245
3772,0.107509940628559
3774,0
3775,0
3777,0
3778,0.0166106847257941
3779,0.127817879712669
3780,0
3783,0
3784,0
3787,0
3789,0.101143912176985
3791,0
3794,0
3795,4.15895854102204
3797,0
3798,0
3799,1.3180328748083
3800,0.111709726900884
3801,0
3803,1.47372057273756
3805,0
3806,0
3808,0.108804287796945
3811,2.37122994011812
3814,0
3815,1.85172235145949
3818,0.0258341870289458
3819,0.278032430078857
3821,0
3822,0
3824,0
3825,0.0317815834488417
3826,0
3827,0
3828,0.116593243980668
3829,0
3830,0
3833,0.928899657168976
3834,0
3836,0.230489147709709
3837,0
3838,0
3839,0
3840,0.120088419703279
3842,0
3844,0
3849,0.100850640295429
3850,0.107918384673743
3853,0.103795082956125
3856,0
3859,0.108057343821848
3860,0
3864,0.338614661119732
3866,0.326444047777812
3867,0
3869,0.101353810055205
3870,1.13940512057803
3872,0.904295664131182
3873,3.07154490549022
3874,0
3877,0
3879,0.23632333057619
3881,0
3882,0.151208629828936
3885,0
3887,0.106954199880439
3889,0
3892,0.012892863169768
3893,0.731357681383699
3894,0
3896,0
3898,0.106058491258645
3900,0
3901,0.323689044783016
3904,2.0543392585197
3908,0
3913,0.232797136619116
3914,0
3915,0.419023454162754
3917,0
3918,0
3919,0
3920,0.657550136876494
3923,0.0106183722033677
3926,1.26950783652177
3928,0
3929,1.06525991060348
3932,0
3933,0
3935,0
3937,0.104945961413276
3938,0
3941,0.786844690107396
3942,0.187819853620578
3945,0
3946,0.629172732938237
3952,0.104005961932976
3953,0
3957,0
3959,1.96667375716381
3960,1.00484853691493
3961,0
3962,0
3963,0.726235329466266
3964,6.88699817606782
3966,2.12384670494414
3968,0.113041136433575
3969,0
3970,0
3971,0
3972,0.104456152887065
3973,0
3976,0.219803638743268
3977,0.294084380451433
3979,0.664418307867143
3980,0.32536206571675
3981,0
3982,0.497916794404802
3985,0
3986,0
3987,0.119325584176082
3988,0
3989,2.76785498733268
3991,0.220606853530144
3992,0
3994,0
3997,0
4000,0
4001,1.40473944081101
4002,0.121053519057552
4004,0
4007,0
4009,0.311032008166415
4011,0.515535849136948
4012,0
4013,0
4015,0
4017,0.116381821332325
4018,0
4022,0
4023,0.232527659398022
4027,1.87268604429848
4028,0
4030,0
4032,0
4033,1.20608193927045
4034,0
4035,0
4038,0
4039,0.945876223038565
4041,0
4042,0
4044,0.160757509858552
4048,1.29982855180225
4053,0
4054,0
4056,0.150577689164424
4059,0
4060,0
4061,0
4062,0
4064,2.09326844456391
4068,1.57733035382101
4069,0.514010451334074
4071,0.588394168760474
4072,0
4073,0
4075,0
4078,0.106695869046566
4079,0.0198701594452197
4081,0.145508133295839
4085,0.153790434811564
4086,0
4087,0
4088,0.155726755307931
4089,1.62976312730256
4090,0
4093,0.237615309482702
4095,0.155223058490422
4096,0.31410207287929
4098,0
4099,0.100495864746817
4102,0
4103,0.644990020884448
4105,0.587013936333028
4106,0
4107,0.107647072515732
4108,0.11602945026608
4112,0
4114,0.162887903702478
4115,0
4116,1.97953570559394
4117,0.122959452240092
4119,0
4120,0.236007596041809
4122,1.22642911240585
4124,0.103991945769997
4125,0
4127,0
4128,0
4129,0.520412000096856
4130,0
4131,0
4133,1.58750152681743
4135,0.564272186783191
4138,0.222735060670622
4143,0
4144,1.54533511196521
4149,0.392349157222044
4150,2.59193754673473
4151,0
4152,0.0275939420998532
4153,0
4155,0.373315901206376
4157,0.107535491120591
4158,1.20155154055673
4159,0
4160,0
4170,2.50776999397566
4171,0
4173,0.0339297711815769
4175,0.107006940965984
4176,0
4177,0
4178,0
4179,0
4180,1.12301130222859
4181,0
4182,0.20259749681216
4183,1.57499903614662
4184,1.41731567055152
4185,0
4187,0.636378533583211
4188,0.100271147928218
4189,0
4190,0
4191,1.11798808258798
4193,0.107283051543342
4197,1.04763613291977
4198,0.692726514414747
4199,0
4200,2.17393031513955
4202,0
4205,1.54507986711237
4209,0.157364330103799
4210,0
4212,0
4213,0
4214,0
4215,0
4217,2.75544930386728
4218,0
4220,0
4221,0.166476014938791
4222,0.189509704292535
4224,0.10135702255038
4225,1.97358610653199
4230,0
4231,0
4235,3.16903539987559
4236,1.08308729978999
4238,0
4239,0
4242,0.346165963825959
4245,0
4247,0.147639289185496
4248,0
4251,0.106860781264468
4252,0
4254,1.13416908556431
4260,0.160958471898922
4262,0
4263,0.101168570977381
4264,0
4267,1.21185293632265
4269,0
4273,1.78813624455716
4276,0
4282,1.3380114918362
4285,0
4286,0
4289,0.253047509787521
4290,0
4291,0
4293,0
4295,0
4296,0
4297,0
4298,0.0142559001263476
4299,0
4300,0
4303,1.32795700318049
4304,0.412407603766319
4305,1.69083189714663
4306,0
4307,0
4308,1.02398048765685
4309,0.157318186709942
4314,0
4322,0
4325,0
4326,0
4327,0
4328,0
4329,0.119091653498332
4331,0.368821246553577
4336,0
4337,0
4340,0
4343,1.36818584013852
4345,1.38447344277103
4346,0.107611854803611
4348,0
4350,0
4351,0
4355,0.771009917487391
4356,0
4363,0.104495084682793
4365,0
4368,0.114579067983122
4369,3.08928687285932
4370,0
4371,1.37045575565115
4374,0
4375,2.12918055853444
4382,0
4384,0.663217352804519
4385,3.61640419759191
4386,0.157858703367367
4387,0.336854769603921
4388,0.347569164639884
4389,0
4393,0.0239053765625274
4394,0.235855056223607
4395,0
4396,0.548414280987753
4401,2.35789082266693
4402,0
4403,0.199035238910591
4404,0
4406,0
4407,11.3430409850021
4408,0.986341688967876
4409,0.372528851814238
4410,0
4412,0.952785432683664
4414,0
4416,2.10206889242008
4417,0
4423,0.145365421481712
4427,3.398269437091
4428,0.18901355548589
4430,0.0327945479658467
4432,2.30873911459218
4433,0
4434,0
4435,1.37652927302241
4436,1.01188717371419
4438,0
4439,0.147360562807192
4440,0.205871637947197
4442,0.123618264738325
4446,1.88449043399175
4447,0.277534155183972
4450,1.88117509620611
4451,0
4456,0.238844366126462
4458,0.0791071722844154
4460,0
4462,0
4464,0.164935666857556
4467,0
4469,0.107107961111839
4472,1.14285010790281
4474,0
4475,0
4476,0
4477,0.10442548332901
4478,0.197230399277633
4479,0
4480,0
4482,0.147813325121873
4483,0.105524438889884
4484,1.13059328743922
4487,0
4488,0
4489,0
4490,0
4491,0.106441573302446
4493,0
4494,0
4495,0.785415633006659
4496,0
4499,0.408372146096178
4501,0.585838407259891
4502,0.516466806793111
4504,0
4511,0
4513,0.365610329706396
4514,0
4515,0
4516,0
4517,1.4173110105884
4518,0
4520,0
4523,0.775329604990273
4525,1.47918723499324
4527,0
4529,0
4530,0
4531,0.0984396917287484
4533,0.0252558092896398
4539,0.0348128844546303
4541,0.198939875045403
4543,0.113978249457035
4548,0.100384073658166
4551,0
4553,0
4555,0
4559,2.44388008014987
4563,0.642248819744418
4565,0
4567,1.07682562740506
4568,2.74120348172572
4569,0
4571,0
4574,0.149545992150497
4575,0
4577,0.11414238450559
4578,0
4581,0
4582,0.0343395494110728
4583,3.40495728614736
4587,0
4588,2.08853253351524
4589,0.0992264292208298
4590,0
4592,1.9414258107879
4594,0.703578959855773
4595,0.00437808808818207
4596,0
4597,1.27053665089698
4599,0
4601,0
4602,0
4603,0.617544840590648
4604,0.195761999044855
4605,0
4608,0
4610,0.124541572813274
4613,0
4614,1.90355268347358
4615,1.31459392102405
4617,1.6326272868383
4620,0
4622,0.152883563562326
4631,0
4632,0
4633,1.92066892210314
4634,0
4636,0
4638,0
4642,0
4643,0.104911118981028
4645,0.187473253744826
4648,3.78948571705343
4651,0.859485261042651
4653,0.336064654010449
4656,0
4661,2.15392634633684
4662,0.153404843760898
4663,0.274785245317231
4666,3.36675748716142
4667,1.10676802020226
4668,0.372306026521966
4669,0.495393832351145
4672,0.114560983513615
4673,0
4674,0.582076660559017
4676,2.13363239448138
4677,0.144225308884986
4681,0
4682,4.37980921771682
4683,0
4684,2.78946340979145
4688,2.1129355306336
4689,0
4690,0
4693,0.163288961675736
4695,0.115656250945255
4698,0
4699,0
4700,1.15312849396659
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0.105909644813217
4710,0.208749302526844
4713,0.324300296114564
4714,1.92146034168387
4718,0.989037896458972
4719,0
4721,0
4722,1.30497258146506
4727,0.108853084456183
4728,0.112796839725606
4729,0.387628624297679
4731,1.32559490129801
4732,1.85092202058839
4734,0
4738,0
4739,0.202887398962631
4740,0.249058906098143
4745,1.46139788799775
4748,0.850222773793852
4750,0
4755,0
4757,0
4759,0.32870366205212
4762,0
4763,0
4765,0.101759645935772
4769,0
4770,0
4771,0
4774,0
4777,1.12258491194521
4778,0.323105860088189
4789,0
4792,1.62117853323429
4793,0.0980798405443974
4795,0.154702948714099
4801,1.25310824868761
4802,0
4803,0
4804,0.67498033913756
4809,0
4810,0.105870580542557
4811,0
4812,0.704322034266139
4813,0
4814,1.82474183053798
4816,0.109900202566136
4817,0
4821,1.74331514096578
4823,0.7781126530795
4824,4.02542447540531
4831,0.147637287251071
4833,1.01897361545427
4835,0
4836,0.0189463450172389
4838,1.36073368267814
4839,0.236890283180971
4841,0
4843,0
4844,0
4847,2.92127113503341
4849,0
4850,1.44698739411263
4851,0.150862023582292
4853,0
4857,1.93981354366274
4858,0.302049961593648
4859,0
4861,0.107163048415206
4863,0
4866,0.658665318001816
4867,0
4870,0.105888363702312
4871,0.00602058416040419
4873,2.50565096420702
4874,0.406528140604067
4875,1.27669419165598
4877,0
4879,0.636477131593714
4880,1.12410058043312
4881,0.103862696644643
4885,0
4886,2.260592431861
4887,1.05696074804248
4888,1.43867928898961
4889,0
4891,0.0308419233168211
4894,0.127368830620556
4899,1.53113400361189
4900,0.206623624255766
4901,0
4902,0.731275935138175
4905,0
4906,0
4908,0.11930663514314
4909,0
4912,0
4915,0
4917,0.700127799072072
4918,0.123664185560202
4923,0.281116253966673
4925,0
4929,0
4930,0
4933,0.320054540693766
4937,0
4939,0.107273427321905
4940,0
4941,0.201179031642586
4942,0.188882531282617
4944,0
4946,0
4947,0.158220648205688
4948,0
4949,0
4950,1.32813051970363
4952,0.263641637080533
4953,0.103419825238618
4954,0.630600263338342
4955,0.152396034634952
4958,0
4959,0
4960,0
4961,0.17093621006767
4963,0
4966,0.0113664804080333
4968,0
4970,0
4973,0
4974,0.168509471527751
4977,0.23614457449407
4978,0
4981,0
4984,0.453825082108827
4986,0
4987,0
4988,0.523236506242089
4989,0.1652550765328
4991,0
4995,2.05963615469715
4997,1.65712213921038
5000,0.207393264903932
5001,0
5003,0
5006,0.0069524507231733
5007,0
5009,0.104584279604989
5010,0
5013,0.00809362556505322
5014,0
5016,0
5020,0.930486730480882
5022,2.96797105476361
5023,0
5024,0.107131536754486
5026,0.651560952331841
5028,0
5030,1.38422581253692
5031,0
5036,1.63698105415001
5037,0
5038,0.109789671905479
5042,0
5048,0
5050,1.50562375005729
5055,0
5056,0.60162511464308
5057,0.206494888075057
5061,0
5062,0
5063,0
5064,0
5067,0.11166847643068
5070,0
5071,0
5073,0
5076,0
5077,1.91244292907899
5078,0.930495841802335
5079,0
5080,0
5086,0.11305483418815
5088,0
5089,0
5090,0
5092,0.0923413337299981
5093,0.105773794795167
5094,0
5095,1.88216889903734
5096,0.119857738679444
5101,0
5103,0
5106,0
5107,0.84762974488854
5108,0.450988974298348
5111,1.61190138390193
5112,0.107374427557868
5115,0.236979609030531
5117,1.89106343897315
5120,0.291242612136893
5121,0
5124,0
5125,1.40941387624358
5126,0.817856397081413
5134,0.237735319987168
5135,2.50861747077799
5137,1.62254715812531
5142,0.12100209771812
5143,0
5144,0.302503474966119
5147,0.195748185820355
5148,1.33180215368274
5149,0
5155,0.102927520908314
5156,0.280474000451268
5162,0
5163,0.232605822626512
5165,0.259022561699153
5167,0.187417402251472
5172,0
5173,1.12187522118507
5174,0
5181,0
5182,0.60255029245021
5183,0.0286433389631693
5187,0.104882038033905
5190,0
5191,0
5192,0.0984393025889305
5195,0
5197,0.107821475963019
5201,1.02610909454495
5205,0
5207,0
5211,1.08368765248853
5212,0.917618401328762
5213,0
5215,0
5216,0.115792414399723
5220,1.25742990881152
5222,1.69901202709194
5223,0
5224,0
5226,0
5228,0
5229,1.09059006570681
