"custId","predRevenue"
4502,0
4504,0
4511,0
4513,0
4514,0
4515,0
4516,0
4517,0
4518,0
4520,0
4523,0
4525,0
4527,0
4529,0
4530,0
4531,0
4533,0
4539,0
4541,0
4543,0
4548,0
4551,0
4553,0
4555,0
4559,5.09709805615215
4563,0
4565,0
4567,0
4568,4.83293602536281
4569,0
4571,0
4574,0
4575,0
4577,0
4578,0
4581,0
4582,0
4583,6.15755925340285
4587,0
4588,0
4589,0
4590,0
4592,0
4594,0
4595,0
4596,0
4597,0
4599,0
4601,0
4602,0
4603,0
4604,0
4605,0
4608,0
4610,0
4613,0
4614,0
4615,0
4617,0
4620,0
4622,0
4631,0
4632,0
4633,0
4634,0
4636,0
4638,0
4642,0
4643,0
4645,0
4648,5.43388791007696
4651,0
4653,0
4656,0
4661,0
4662,0
4663,0
4666,4.93763134056786
4667,0
4668,0
4669,0
4672,0
4673,0
4674,0
4676,4.01912477806511
4677,0
4681,0
4682,5.34726636844884
4683,0
4684,4.60467192903748
4688,4.49127225202743
4689,0
4690,0
4693,0
4695,0
4698,0
4699,0
4700,0
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4710,0
4713,0
4714,0
4718,0
4719,0
4721,0
4722,0
4727,0
4728,0
4729,0
4731,0
4732,0
4734,0
4738,0
4739,0
4740,0
4745,0
4748,0
4750,0
4755,0
4757,0
4759,0
4762,0
4763,0
4765,0
4769,0
4770,0
4771,0
4774,0
4777,0
4778,0
4789,0
4792,0
4793,0
4795,0
4801,0
4802,0
4803,0
4804,0
4809,0
4810,0
4811,0
4812,0
4813,0
4814,4.53596936012048
4816,0
4817,0
4821,0
4823,0
4824,4.78983418466386
4831,0
4833,0
4835,0
4836,0
4838,0
4839,0
4841,0
4843,0
4844,0
4847,5.33614737647911
4849,0
4850,4.05688234100804
4851,0
4853,0
4857,0
4858,0
4859,0
4861,0
4863,0
4866,0
4867,0
4870,0
4871,0
4873,0
4874,0
4875,0
4877,0
4879,0
4880,0
4881,0
4885,0
4886,4.39569653832782
4887,0
4888,0
4889,0
4891,0
4894,0
4899,0
4900,0
4901,0
4902,0
4905,0
4906,0
4908,0
4909,0
4912,0
4915,0
4917,0
4918,0
4923,0
4925,0
4929,0
4930,0
4933,0
4937,0
4939,0
4940,0
4941,0
4942,0
4944,0
4946,0
4947,0
4948,0
4949,0
4950,0
4952,0
4953,0
4954,0
4955,0
4958,0
4959,0
4960,0
4961,0
4963,0
4966,0
4968,0
4970,0
4973,0
4974,0
4977,0
4978,0
4981,0
4984,0
4986,0
4987,0
4988,0
4989,0
4991,0
4995,0
4997,0
5000,0
5001,0
5003,0
5006,0
5007,0
5009,0
5010,0
5013,0
5014,0
5016,0
5020,0
5022,4.65460093286554
5023,0
5024,0
5026,0
5028,0
5030,0
5031,0
5036,0
5037,0
5038,0
5042,0
5048,0
5050,0
5055,0
5056,0
5057,0
5061,0
5062,0
5063,0
5064,0
5067,0
5070,0
5071,0
5073,0
5076,0
5077,0
5078,0
5079,0
5080,0
5086,0
5088,0
5089,0
5090,0
5092,0
5093,0
5094,0
5095,0
5096,0
5101,0
5103,0
5106,0
5107,0
5108,0
5111,0
5112,0
5115,0
5117,4.37216733384609
5120,0
5121,0
5124,0
5125,0
5126,0
5134,0
5135,4.63156704623641
5137,0
5142,0
5143,0
5144,0
5147,0
5148,0
5149,0
5155,0
5156,0
5162,0
5163,0
5165,0
5167,0
5172,0
5173,0
5174,0
5181,0
5182,0
5183,0
5187,0
5190,0
5191,0
5192,0
5195,0
5197,0
5201,0
5205,0
5207,0
5211,0
5212,0
5213,0
5215,0
5216,0
5220,0
5222,0
5223,0
5224,0
5226,0
5228,0
5229,0
5230,0
5232,0
5239,0
5247,0
5249,0
5250,0
5252,0
5253,0
5254,0
5255,0
5257,0
5259,0
5260,0
5261,0
5267,0
5269,0
5271,3.09278052647005
5273,0
5274,0
5276,0
5277,0
5278,0
5279,0
5282,0
5283,0
5293,0
5294,0
5298,0
5303,0
5304,0
5305,0
5306,0
5307,0
5309,0
5312,0
5313,0
5314,0
5317,0
5321,0
5322,0
5323,3.59593180925086
5324,0
5326,0
5328,0
5335,0
5336,0
5337,0
5339,0
5342,0
5344,0
5346,0
5349,0
5350,0
5352,0
5355,0
5360,0
5362,0
5363,0
5365,0
5366,0
5367,0
5370,0
5371,0
5372,0
5373,4.94008114772376
5374,0
5376,0
5380,0
5383,0
5384,0
5385,0
5386,0
5387,0
5389,0
5390,0
5392,0
5394,0
5396,0
5399,0
5400,0
5401,0
5403,0
5405,0
5406,0
5407,0
5408,0
5413,0
5414,0
5415,0
5416,0
5417,1.81349094958611
5420,4.1195027277793
5422,0
5427,0
5428,0
5431,0
5433,0
5434,0
5435,0
5436,0
5438,0
5440,0
5441,0
5443,0
5446,0
5457,0
5459,0
5460,0
5461,0
5466,0
5468,0
5469,0
5470,0
5477,0
5480,4.91938272465438
5481,0
5483,4.6272528467323
5484,0
5487,0
5489,0
5491,0
5492,0
5493,0
5497,0
5500,0
5505,0
5508,0
5509,0
5512,0
5513,0
5516,0
5517,0
5518,0
5519,0
5523,0
5525,0
5526,0
5527,0
5528,0
5533,0
5534,0
5536,0
5538,0
5540,0
5541,0
5543,0
5544,0
5545,0
5546,0
5549,0
5551,0
5552,0
5553,0
5559,0
5560,0
5561,0
5565,0
5566,0
5567,0
5568,0
5569,0
5576,0
5578,0
5579,0
5585,0
5587,0
5590,0
5592,0
5593,0
5596,0
5598,5.94299868921741
5602,0
5603,0
5606,0
5608,0
5609,0
5614,0
5616,0
5618,0
5620,0
5622,0
5623,0
5624,0
5625,0
5626,0
5630,0
5634,0
5638,0
5640,0
5644,0
5645,0
5648,0
5649,0
5650,0
5653,0
5656,5.83188777812375
5657,0
5658,0
5659,0
5660,0
5664,0
5667,0
5668,0
5674,0
5675,0
5677,0
5681,0
5682,0
5683,0
5687,0
5689,0
5690,0
5691,0
5694,0
5696,0
5699,0
5700,0
5702,0
5705,0
5706,0
5707,0
5709,0
5710,0
5712,0
5716,0
5717,0
5723,0
5727,0
5732,5.06036136519874
5735,0
5736,0
5739,0
5741,6.14200656347738
5742,0
5743,0
5744,0
5745,0
5746,0
5747,0
5749,0
5751,0
5754,0
5755,0
5758,0
5759,0
5760,0
5763,0
5765,0
5767,0
5769,3.75727025671077
5772,0
5773,0
5774,0
5776,0
5778,0
5779,0
5780,0
5783,0
5784,3.56988040046258
5785,0
5787,0
5788,0
5789,0
5791,0
5793,0
5795,0
5796,0
5797,0
5798,0
5800,0
5803,0
5805,0
5807,0
5809,0
5810,0
5811,0
5814,0
5816,0
5819,0
5820,0
5821,0
5822,0
5823,0
5824,0
5825,0
5827,0
5831,0
5832,0
5833,0
5836,4.70473118361001
5838,0
5839,0
5840,0
5842,0
5843,0
5846,0
5847,0
5849,0
5853,0
5856,0
5860,4.37579111119668
5861,0
5862,0
5865,0
5866,0
5868,0
5871,0
5872,0
5874,0
5876,0
5878,0
5879,0
5882,0
5884,0
5885,4.44298286865696
5887,0
5889,0
5891,0
5894,0
5898,0
5899,0
5900,0
5901,0
5906,0
5907,0
5908,0
5910,0
5911,0
5914,0
5916,0
5918,0
5919,0
5923,0
5925,0
5929,0
5931,0
5932,0
5936,0
5937,0
5940,0
5942,0
5945,0
5947,0
5948,0
5950,0
5953,0
5955,0
5958,0
5959,0
5960,0
5961,0
5962,0
5963,0
5967,0
5969,0
5971,0
5972,0
5973,0
5974,0
5979,0
5983,0
5984,0
5987,0
5988,0
5990,0
5991,0
5992,0
5998,0
5999,0
6002,0
6003,0
6005,0
6006,0
6007,0
6009,0
6010,0
6011,0
6012,0
6013,0
6014,0
6016,0
6018,0
6019,0
6022,0
6023,0
6024,4.94020433408094
6025,0
6026,0
6029,0
6030,0
6032,0
6035,0
6036,0
6037,0
6039,0
6040,0
6041,0
6042,0
6045,0
6046,0
6048,0
6050,0
6055,0
6056,0
6059,0
6060,0
6062,0
6064,0
6065,0
6069,0
6075,0
6076,0
6078,0
6083,0
6087,0
6088,0
6090,0
6092,0
6093,0
6099,0
6100,0
6102,0
6105,0
6108,0
6110,0
6113,3.87262191885641
6117,0
6119,0
6120,0
6121,4.48764264952323
6122,0
6123,0
6124,0
6125,0
6129,0
6130,0
6131,0
6132,0
6134,0
6136,0
6140,0
6141,0
6142,0
6143,0
6144,0
6148,0
6152,0
6154,0
6157,0
6158,0
6160,0
6163,0
6164,0
6165,0
6167,0
6174,0
6177,0
6178,6.02156259220018
6180,0
6185,0
6187,0
6190,0
6191,0
6192,0
6193,0
6196,0
6197,0
6198,0
6199,0
6200,0
6201,0
6205,0
6208,0
6209,0
6212,0
6214,0
6220,0
6227,0
6228,0
6232,0
6234,0
6235,0
6237,0
6240,0
6241,0
6243,0
6244,0
6248,0
6249,0
6250,0
6251,0
6253,0
6257,0
6259,0
6260,0
6263,0
6264,0
6265,0
6266,0
6268,0
6270,0
6271,0
6272,0
6273,0
6276,0
6278,3.58553950719781
6279,0
6280,0
6281,0
6283,0
6284,0
6286,0
6287,0
6289,0
6293,0
6295,0
6298,0
6301,0
6303,0
6305,0
6306,0
6308,0
6309,0
6312,0
6314,0
6316,0
6317,0
6319,4.61461765777988
6325,0
6326,0
6328,0
6332,0
6335,0
6336,0
6337,0
6340,0
6341,0
6342,0
6343,0
6344,0
6348,0
6349,0
6350,0
6352,4.31710245233118
6353,4.4695188036661
6355,0
6356,0
6357,0
6358,0
6359,0
6360,0
6361,0
6362,0
6363,0
6366,0
6369,0
6377,0
6381,0
6387,0
6391,0
6394,0
6396,0
6398,0
6400,4.68714399880691
6402,0
6403,0
6404,0
6406,0
6408,0
6411,0
6412,0
6413,0
6416,0
6417,0
6418,0
6420,0
6422,0
6423,0
6424,0
6425,0
6427,0
6429,0
6434,0
6437,0
6442,0
6446,0
6447,0
6448,0
6449,0
6450,0
6451,0
6453,0
6454,0
6457,0
6460,0
6461,0
6464,0
6465,0
6466,4.60521926992259
6469,0
6470,0
6471,0
6472,0
6473,0
6477,0
6479,0
6480,0
6483,0
6485,0
6488,0
6489,0
6491,4.00474153974342
6492,0
6494,0
6495,0
6497,0
6498,0
6499,0
6500,0
6501,0
6504,0
6506,0
6509,4.12260213432357
6511,0
6514,0
6515,0
6516,0
6518,0
6521,0
6533,0
6534,0
6536,0
6540,0
6545,0
6551,0
6553,4.2471080909443
6556,0
6557,0
6562,0
6563,0
6565,0
6566,0
6567,0
6569,0
6572,0
6573,0
6574,0
6577,0
6582,0
6583,0
6584,0
6587,0
6588,0
6589,0
6596,0
6597,0
6602,0
6604,4.10331186686594
6605,0
6607,0
6609,0
6612,0
6616,0
6618,0
6621,0
6622,0
6624,0
6625,0
6626,0
6627,0
6628,0
6629,0
6631,2.92283216216833
6632,0
6633,0
6634,0
6635,0
6637,0
6639,0
6641,0
6643,0
6645,0
6646,0
6647,0
6649,0
6654,0
6656,0
6657,0
6658,0
6659,0
6664,0
6669,0
6672,0
6673,0
6675,0
6676,0
6677,0
6678,0
6679,0
6680,0
6682,0
6683,0
6685,0
6687,0
6690,0
6691,0
6693,0
6694,0
6695,0
6698,0
6700,0
6701,0
6702,0
6703,0
6704,0
6709,0
6711,0
6712,0
6719,0
6720,0
6722,0
6725,0
6726,0
6727,0
6728,0
6729,0
6730,0
6733,0
6735,0
6740,0
6742,0
6743,0
6745,3.1037649664999
6749,0
6750,0
6752,0
6753,0
6754,0
6756,0
6757,0
6758,0
6760,0
6762,0
6763,0
6764,0
6767,0
6768,0
6771,0
6774,0
6778,0
6780,5.15964598099244
6785,0
6788,0
6789,0
6791,0
6792,0
6793,0
6794,0
6795,4.47798874691087
6796,0
6797,0
6798,0
6802,0
6807,0
6808,0
6812,0
6816,4.17451068640199
6818,0
6822,0
6823,0
6825,0
6827,4.43525961254776
6829,0
6837,0
6838,0
6842,0
6844,0
6845,0
6847,0
6848,0
6852,0
6853,0
6854,0
6855,0
6856,0
6860,0
6862,0
6868,0
6869,0
6872,0
6873,0
6875,0
6879,0
6883,0
6888,0
6892,0
6894,0
6895,0
6897,0
6900,0
6902,0
6903,0
6905,0
6908,0
6910,0
6913,0
6914,0
6918,0
6919,6.471757402481
6920,0
6922,0
6923,0
6925,0
6926,0
6927,0
6929,0
6930,0
6931,0
6932,0
6933,0
6934,0
6935,0
6936,5.73559390450466
6937,0
6939,0
6940,0
6942,0
6943,0
6944,0
6945,0
6946,0
6949,0
6951,0
6952,0
6955,0
6957,0
6961,0
6962,0
6963,4.53642350707547
6964,0
6966,0
6968,4.47163593750064
6974,0
6975,0
6976,0
6977,0
6978,5.49464767161807
6980,0
6985,0
6986,0
6989,0
6990,0
6995,0
6996,0
6997,0
6998,0
6999,0
7000,0
7001,0
7002,0
7004,0
7006,0
7008,0
7011,0
7013,0
7014,0
7015,0
7016,0
7018,0
7019,4.31037673338059
7020,0
7022,0
7023,0
7024,0
7025,0
7027,0
7029,4.66302094799683
7031,0
7037,0
7039,6.03951979835065
7040,0
7041,0
7042,0
7045,0
7046,0
7047,0
7049,0
7054,0
7055,0
7057,0
7059,4.39494432161687
7060,0
7062,4.07979030922248
